vehicle_id,zone_id,t0_image,t1_image,t0_orig_x1,t0_orig_y1,t0_orig_x2,t0_orig_y2,t0_orig_w,t0_orig_h,t1_orig_x1,t1_orig_y1,t1_orig_x2,t1_orig_y2,t1_orig_w,t1_orig_h,move_dist,diag0,diag1,diag_ratio,delta_min,move_ratio,stop
714,b,0029_top_20250707_t0,0029_top_20250707_t1,469.0,115.0,515.0,319.0,46.0,204.0,472,116,522,320,50,204,5.099,209.122,210.038,1.004,12,0.024,Yes
715,b,0029_top_20250707_t0,0029_top_20250707_t1,201.0,71.0,248.0,242.0,47.0,171.0,205,67,253,240,48,173,5.408,177.341,179.536,1.012,12,0.03,Yes
716,b,0029_top_20250707_t0,0029_top_20250707_t1,479.0,600.0,529.0,639.0,50.0,39.0,483,604,533,639,50,35,4.472,63.411,61.033,0.962,12,0.071,Yes
717,b,0029_top_20250707_t0,0029_top_20250707_t1,238.0,597.0,296.0,639.0,58.0,42.0,226,602,300,639,74,37,4.717,71.61,82.735,1.155,12,0.066,Yes
718,d,0030_top_20250623_t0,0030_top_20250623_t1,252.0,429.0,295.0,610.0,43.0,181.0,239,373,302,624,63,251,21.213,186.038,258.786,1.391,7,0.114,Yes
723,c,0031_top_20250703_t0,0031_top_20250703_t1,182.0,78.0,326.0,470.0,144.0,392.0,182,78,326,470,144,392,0.0,417.612,417.612,1.0,9,0.0,Yes
724,c,0031_top_20250703_t0,0031_top_20250703_t1,265.0,64.0,373.0,458.0,108.0,394.0,265,64,373,458,108,394,0.0,408.534,408.534,1.0,9,0.0,Yes
725,b,0033_top_20250707_t0,0033_top_20250707_t1,568.0,187.0,639.0,347.0,71.0,160.0,550,203,639,341,89,138,10.296,175.046,164.21,0.938,8,0.059,Yes
726,b,0033_top_20250707_t0,0033_top_20250707_t1,194.0,89.0,291.0,477.0,97.0,388.0,218,45,293,375,75,330,74.148,399.941,338.415,0.846,8,0.185,Yes
727,b,0033_top_20250707_t0,0033_top_20250707_t1,561.0,397.0,640.0,567.0,79.0,170.0,553,392,639,533,86,141,20.012,187.459,165.158,0.881,8,0.107,Yes
728,c,0034_top_20250704_t0,0034_top_20250704_t1,318.0,470.0,361.0,620.0,43.0,150.0,318,470,361,620,43,150,0.0,156.042,156.042,1.0,10,0.0,Yes
729,c,0034_top_20250704_t0,0034_top_20250704_t1,298.0,118.0,351.0,241.0,53.0,123.0,298,118,351,241,53,123,0.0,133.933,133.933,1.0,10,0.0,Yes
741,c,0039_top_20250704_t0,0039_top_20250704_t1,388.0,177.0,438.0,297.0,50.0,120.0,388,177,438,297,50,120,4.472,36.401,38.949,1.07,8,0.123,Yes
742,c,0040_top_20250623_t0,0040_top_20250623_t1,156.0,317.0,185.0,405.0,29.0,88.0,124,331,145,399,21,68,10.7,67.119,66.37,0.989,7,0.159,Yes
743,c,0040_top_20250623_t0,0040_top_20250623_t1,86.0,290.0,119.0,411.0,33.0,121.0,71,324,97,411,26,87,13.086,86.452,84.22,0.974,7,0.151,Yes
744,c,0040_top_20250623_t0,0040_top_20250623_t1,188.0,54.0,212.0,165.0,24.0,111.0,133,132,152,216,19,84,13.153,75.584,78.39,1.037,7,0.174,Yes
745,c,0040_top_20250623_t0,0040_top_20250623_t1,36.0,424.0,73.0,544.0,37.0,120.0,43,427,70,516,27,89,12.083,89.359,85.586,0.958,7,0.135,Yes
746,c,0040_top_20250623_t0,0040_top_20250623_t1,146.0,430.0,184.0,559.0,38.0,129.0,125,418,150,505,25,87,8.544,96.042,82.365,0.858,7,0.089,Yes
747,c,0040_top_20250623_t0,0040_top_20250623_t1,392.0,314.0,418.0,423.0,26.0,109.0,299,290,318,371,19,81,2.55,79.649,75.644,0.95,7,0.032,Yes
748,c,0040_top_20250623_t0,0040_top_20250623_t1,117.0,46.0,141.0,158.0,24.0,112.0,80,140,101,225,21,85,17.007,75.584,80.957,1.071,7,0.225,Yes
749,c,0040_top_20250623_t0,0040_top_20250623_t1,337.0,69.0,362.0,184.0,25.0,115.0,245,118,264,203,19,85,5.701,79.605,80.231,1.008,7,0.072,Yes
750,c,0040_top_20250623_t0,0040_top_20250623_t1,383.0,454.0,414.0,572.0,31.0,118.0,300,394,321,474,21,80,1.0,89.185,74.686,0.837,7,0.011,Yes
751,c,0040_top_20250623_t0,0040_top_20250623_t1,214.0,438.0,252.0,561.0,38.0,123.0,174,411,199,495,25,84,6.946,93.493,81.006,0.866,7,0.074,Yes
752,c,0040_top_20250623_t0,0040_top_20250623_t1,251.0,442.0,287.0,570.0,36.0,128.0,202,410,227,498,25,88,7.018,95.525,84.119,0.881,7,0.073,Yes
753,c,0040_top_20250623_t0,0040_top_20250623_t1,109.0,429.0,148.0,553.0,39.0,124.0,98,421,123,506,25,85,8.944,93.493,81.492,0.872,7,0.096,Yes
754,c,0040_top_20250623_t0,0040_top_20250623_t1,522.0,337.0,558.0,463.0,36.0,126.0,398,284,421,374,23,90,1.581,97.637,85.0,0.871,7,0.016,Yes
755,c,0040_top_20250623_t0,0040_top_20250623_t1,624.0,334.0,640.0,449.0,16.0,115.0,471,264,492,351,21,87,6.519,79.31,80.623,1.017,7,0.082,Yes
761,d,0041_top_20250704_t0,0041_top_20250704_t1,351.0,552.0,372.0,593.0,21.0,41.0,327,582,350,632,23,50,21.639,141.4,130.817,0.925,7,0.153,Yes
765,c,0043_top_20250623_t0,0043_top_20250623_t1,156.0,276.0,233.0,333.0,77.0,57.0,132,350,191,396,59,46,17.5,73.007,97.082,1.33,7,0.24,Yes
766,c,0043_top_20250623_t0,0043_top_20250623_t1,151.0,134.0,227.0,202.0,76.0,68.0,126,259,180,301,54,42,17.007,75.007,86.816,1.157,7,0.227,Yes
767,c,0043_top_20250623_t0,0043_top_20250623_t1,156.0,452.0,223.0,508.0,67.0,56.0,143,481,193,522,50,41,16.125,65.803,85.428,1.298,7,0.245,Yes
768,c,0043_top_20250623_t0,0043_top_20250623_t1,308.0,459.0,383.0,527.0,75.0,68.0,255,467,306,511,51,44,12.981,99.569,85.884,0.863,7,0.13,Yes
769,c,0043_top_20250623_t0,0043_top_20250623_t1,310.0,344.0,384.0,407.0,74.0,63.0,251,378,302,425,51,47,16.447,93.477,86.833,0.929,7,0.176,Yes
770,c,0043_top_20250623_t0,0043_top_20250623_t1,493.0,449.0,520.0,561.0,27.0,112.0,387,429,406,512,19,83,16.8,114.739,78.0,0.68,7,0.146,Yes
771,c,0043_top_20250623_t0,0043_top_20250623_t1,151.0,522.0,217.0,573.0,66.0,51.0,139,531,193,573,54,42,19.105,63.514,91.706,1.444,7,0.301,Yes
782,c,0044_top_20250623_t0,0044_top_20250623_t1,308.0,121.0,372.0,219.0,64.0,98.0,287,118,344,207,57,89,25.622,117.047,105.688,0.903,7,0.219,Yes
783,c,0044_top_20250623_t0,0044_top_20250623_t1,142.0,0.0,193.0,95.0,51.0,95.0,144,0,193,94,49,94,1.118,107.824,106.005,0.983,7,0.01,Yes
784,c,0044_top_20250623_t0,0044_top_20250623_t1,107.0,297.0,170.0,446.0,63.0,149.0,111,265,167,397,56,132,40.503,161.771,143.388,0.886,7,0.25,Yes
785,c,0044_top_20250623_t0,0044_top_20250623_t1,164.0,379.0,210.0,487.0,46.0,108.0,159,339,199,438,40,99,45.213,117.388,106.775,0.91,7,0.385,Yes
786,c,0044_top_20250623_t0,0044_top_20250623_t1,73.0,255.0,118.0,378.0,45.0,123.0,80,237,122,343,42,106,27.065,130.973,114.018,0.871,7,0.207,Yes
791,b,0045_top_20250626_t0,0045_top_20250626_t1,457.0,544.0,640.0,640.0,183.0,96.0,438,578,629,640,191,62,22.672,206.652,200.811,0.972,7,0.11,Yes
792,b,0045_top_20250626_t0,0045_top_20250626_t1,241.0,75.0,348.0,470.0,107.0,395.0,283,221,359,523,76,302,102.968,409.236,311.416,0.761,7,0.252,Yes
793,b,0045_top_20250626_t0,0045_top_20250626_t1,0.0,89.0,69.0,485.0,69.0,396.0,0,233,52,533,52,300,96.376,401.966,304.473,0.757,7,0.24,Yes
797,c,0047_top_20250623_t0,0047_top_20250623_t1,359.0,158.0,389.0,304.0,30.0,146.0,326,178,347,270,21,92,2.236,88.119,83.648,0.949,8,0.025,Yes
798,c,0047_top_20250623_t0,0047_top_20250623_t1,226.0,171.0,263.0,328.0,37.0,157.0,246,182,271,281,25,99,13.01,103.175,92.661,0.898,8,0.126,Yes
799,c,0047_top_20250623_t0,0047_top_20250623_t1,614.0,185.0,639.0,330.0,25.0,145.0,491,194,512,287,21,93,8.139,75.286,83.648,1.111,8,0.108,Yes
800,c,0047_top_20250623_t0,0047_top_20250623_t1,49.0,327.0,94.0,479.0,45.0,152.0,136,279,160,368,24,89,18.248,108.301,85.586,0.79,8,0.168,Yes
